ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description,Temporada,Fuente_csv,Error,Tif_logico,Ruta_tif,Nieve_km2,Nieve_pct_Andorra,Tierra_km2,Tierra_pct_Andorra,Nubes_km2,Nubes_pct_Andorra,Snowline_final_p20_m,Nieve_Arbolado_Denso_km2,Nieve_Arbolado_Denso_pct,Pct_cob_nevada_Arbolado_Denso,Nieve_Cultivos_km2,Nieve_Cultivos_pct,Pct_cob_nevada_Cultivos,Nieve_Vias_Comunicacion_km2,Nieve_Vias_Comunicacion_pct,Pct_cob_nevada_Vias_Comunicacion,Nieve_Matorrales_km2,Nieve_Matorrales_pct,Pct_cob_nevada_Matorrales,Nieve_Zonas_Desnudas_km2,Nieve_Zonas_Desnudas_pct,Pct_cob_nevada_Zonas_Desnudas,Nieve_Prados_km2,Nieve_Prados_pct,Pct_cob_nevada_Prados,Nieve_Roquedos_km2,Nieve_Roquedos_pct,Pct_cob_nevada_Roquedos,Nieve_Zonas_Deportivas_km2,Nieve_Zonas_Deportivas_pct,Pct_cob_nevada_Zonas_Deportivas,Nieve_Canchales_km2,Nieve_Canchales_pct,Pct_cob_nevada_Canchales,Nieve_Zonas_Urbanas_km2,Nieve_Zonas_Urbanas_pct,Pct_cob_nevada_Zonas_Urbanas,Nieve_Arbolado_Claro_km2,Nieve_Arbolado_Claro_pct,Pct_cob_nevada_Arbolado_Claro,Nieve_Aguas_km2,Nieve_Aguas_pct,Pct_cob_nevada_Aguas
COPERNICUS/S2_SR_HARMONIZED/20210512T104021_20210512T104217_T31TCH,2021-05-12,2021-05-12,SENTINEL_2,90.82,77.33,47.50,42.23,33.53,0.62,2323.00,2315.00,5.00,2021_05_12-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_05_12-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_05_12-Sentinel2.tif,144.30,30.94,320.58,68.73,2.84,0.61,2310,8.51,5.90,4.51,0.00,0.00,0.01,0.09,0.06,3.18,13.04,9.04,30.05,1.68,1.16,42.45,54.09,37.49,46.22,21.66,15.01,67.75,0.00,0.00,0.00,42.91,29.74,70.86,0.05,0.03,0.68,0.44,0.31,22.47,1.46,1.01,72.34
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20210515,2021-05-15,2021-05-15,LANDSAT_8,93.36,11.33,4.93,4.10,3.17,0.10,2387.00,2387.00,4.00,2021_05_15-Landsat8,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_05_15-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2021_05_15-Landsat8.tif,67.71,14.52,400.97,85.96,0.45,0.10,2386,1.46,2.16,0.78,0.00,0.00,0.00,0.03,0.04,0.99,5.34,7.88,12.30,1.17,1.72,29.47,19.85,29.31,16.96,10.11,14.92,31.61,0.00,0.00,0.00,27.60,40.77,45.58,0.03,0.05,0.43,0.05,0.07,2.47,1.29,1.91,64.12
COPERNICUS/S2_SR_HARMONIZED/20210515T105031_20210515T105443_T31TCH,2021-05-15,2021-05-15,SENTINEL_2,89.75,11.33,4.75,3.97,3.01,0.09,2391.00,2391.00,4.00,2021_05_15-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_05_15-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_05_15-Sentinel2.tif,67.09,14.38,400.20,85.80,0.43,0.09,2384,1.54,2.30,0.82,0.00,0.00,0.01,0.03,0.05,1.21,5.43,8.09,12.51,1.13,1.69,28.59,19.89,29.64,16.99,10.07,15.01,31.49,0.00,0.00,1.30,27.36,40.78,45.18,0.06,0.08,0.80,0.05,0.08,2.69,1.26,1.88,62.53
COPERNICUS/S2_SR_HARMONIZED/20210517T103619_20210517T104617_T31TCH,2021-05-17,2021-05-17,SENTINEL_2,12.96,11.33,4.75,3.97,3.01,0.11,2391.00,2391.00,3.00,2021_05_17-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_05_17-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_05_17-Sentinel2.tif,59.58,12.77,407.61,87.39,0.52,0.11,2382,1.46,2.46,0.78,0.00,0.00,0.01,0.03,0.05,1.11,4.82,8.09,11.11,1.09,1.83,27.65,17.06,28.64,14.58,8.20,13.77,25.66,0.00,0.00,1.30,25.35,42.54,41.86,0.06,0.09,0.79,0.05,0.09,2.65,1.24,2.07,61.26
COPERNICUS/S2_SR_HARMONIZED/20210520T104619_20210520T105901_T31TCH,2021-05-20,2021-05-20,SENTINEL_2,16.99,1.42,0.02,0.02,0.02,0.02,,,0.00,2021_05_20-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_05_20-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_05_20-Sentinel2.tif,36.12,7.74,431.52,92.51,0.07,0.02,2399,0.67,1.86,0.36,0.00,0.00,0.02,0.02,0.06,0.82,2.36,6.55,5.45,0.63,1.73,15.82,7.80,21.58,6.66,4.91,13.60,15.37,0.00,0.00,1.30,18.63,51.57,30.76,0.06,0.16,0.80,0.01,0.04,0.73,0.90,2.48,44.40
COPERNICUS/S2_SR_HARMONIZED/20210522T104021_20210522T104323_T31TCH,2021-05-22,2021-05-22,SENTINEL_2,65.98,3.08,0.12,0.12,0.12,0.12,,,0.00,2021_05_22-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_05_22-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_05_22-Sentinel2.tif,32.31,6.93,434.96,93.25,0.45,0.10,2402,0.53,1.63,0.28,0.00,0.01,0.04,0.03,0.10,1.24,1.63,5.03,3.75,0.62,1.93,15.76,6.67,20.65,5.70,5.29,16.38,16.55,0.00,0.00,1.30,16.53,51.18,27.30,0.05,0.16,0.75,0.01,0.02,0.33,0.77,2.40,38.38
COPERNICUS/S2_SR_HARMONIZED/20210525T105031_20210525T105226_T31TCH,2021-05-25,2021-05-25,SENTINEL_2,47.06,18.22,1.94,1.81,0.33,0.33,2423.00,2423.00,0.00,2021_05_25-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_05_25-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_05_25-Sentinel2.tif,23.02,4.93,443.38,95.05,1.32,0.28,2422,0.26,1.12,0.14,0.02,0.07,0.19,0.01,0.06,0.55,0.88,3.82,2.03,0.39,1.68,9.80,4.54,19.74,3.88,3.34,14.51,10.44,0.00,0.01,1.30,12.80,55.60,21.13,0.05,0.21,0.69,0.00,0.00,0.04,0.63,2.75,31.38
COPERNICUS/S2_SR_HARMONIZED/20210527T103629_20210527T104800_T31TCH,2021-05-27,2021-05-27,SENTINEL_2,43.38,21.81,2.67,2.46,0.56,0.56,2423.00,2423.00,0.00,2021_05_27-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_05_27-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_05_27-Sentinel2.tif,21.21,4.55,444.30,95.25,2.21,0.47,2423,0.69,3.25,0.37,0.02,0.08,0.22,0.02,0.10,0.78,0.61,2.85,1.39,0.34,1.62,8.67,3.93,18.52,3.36,3.25,15.32,10.16,0.00,0.01,1.30,11.57,54.53,19.10,0.07,0.31,0.93,0.00,0.00,0.04,0.65,3.04,32.01
COPERNICUS/S2_SR_HARMONIZED/20210604T105031_20210604T105324_T31TCH,2021-06-04,2021-06-04,SENTINEL_2,77.94,49.85,14.20,13.44,6.79,0.18,2375.00,2391.00,3.00,2021_06_04-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_04-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_04-Sentinel2.tif,11.32,2.43,455.61,97.68,0.79,0.17,3000,0.69,6.11,0.37,0.01,0.08,0.12,0.00,0.04,0.16,0.39,3.43,0.89,0.12,1.07,3.06,3.02,26.70,2.58,1.88,16.62,5.89,0.00,0.01,1.30,4.92,43.47,8.13,0.04,0.32,0.51,0.00,0.04,0.23,0.17,1.48,8.32
COPERNICUS/S2_SR_HARMONIZED/20210606T103629_20210606T103707_T31TCH,2021-06-06,2021-06-06,SENTINEL_2,76.16,18.39,2.82,2.80,0.95,0.95,2440.00,2440.00,0.00,2021_06_06-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_06-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_06-Sentinel2.tif,4.58,0.98,459.16,98.44,3.98,0.85,3000,0.23,4.93,0.12,0.00,0.02,0.01,0.00,0.07,0.12,0.04,0.82,0.09,0.04,0.84,0.98,0.45,9.86,0.39,0.54,11.76,1.69,0.00,0.08,3.00,3.04,66.39,5.02,0.04,0.94,0.61,0.01,0.11,0.26,0.18,3.83,8.71
COPERNICUS/S2_SR_HARMONIZED/20210609T104619_20210609T105522_T31TCH,2021-06-09,2021-06-09,SENTINEL_2,26.28,22.48,4.62,4.44,3.21,0.00,1864.00,1894.00,2.00,2021_06_09-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_09-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_09-Sentinel2.tif,5.35,1.15,462.37,99.13,0.00,0.00,3000,1.34,25.15,0.71,0.00,0.02,0.01,0.00,0.08,0.17,0.35,6.46,0.80,0.04,0.72,0.98,0.38,7.14,0.33,0.45,8.50,1.42,0.00,0.00,0.00,2.56,47.82,4.22,0.03,0.56,0.43,0.02,0.32,0.87,0.16,3.03,8.04
COPERNICUS/S2_SR_HARMONIZED/20210611T104021_20210611T104218_T31TCH,2021-06-11,2021-06-11,SENTINEL_2,99.06,6.22,0.57,0.57,0.57,0.57,,,0.00,2021_06_11-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_11-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_11-Sentinel2.tif,4.33,0.93,461.26,98.89,2.13,0.46,3000,0.71,16.50,0.38,0.00,0.03,0.02,0.00,0.09,0.14,0.13,3.03,0.30,0.04,0.99,1.08,0.21,4.94,0.18,0.34,7.81,1.06,0.00,0.03,1.21,2.63,60.82,4.34,0.05,1.15,0.70,0.02,0.40,0.87,0.18,4.12,8.84
COPERNICUS/S2_SR_HARMONIZED/20210614T105031_20210614T105443_T31TCH,2021-06-14,2021-06-14,SENTINEL_2,11.84,2.64,0.10,0.10,0.10,0.10,,,0.00,2021_06_14-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_14-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_14-Sentinel2.tif,2.08,0.45,465.30,99.75,0.33,0.07,3000,0.04,1.72,0.02,0.00,0.04,0.01,0.00,0.08,0.06,0.00,0.16,0.01,0.02,0.87,0.46,0.09,4.28,0.08,0.17,8.37,0.54,0.00,0.07,1.21,1.61,77.23,2.65,0.04,1.98,0.58,0.00,0.00,0.00,0.11,5.08,5.24
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20210616,2021-06-16,2021-06-16,LANDSAT_8,22.40,2.63,0.14,0.14,0.14,0.14,,,0.00,2021_06_16-Landsat8,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_16-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_16-Landsat8.tif,2.06,0.44,466.58,100.03,0.48,0.10,3000,0.04,1.97,0.02,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,0.00,0.01,0.39,0.20,0.02,0.79,0.01,0.12,5.99,0.39,0.00,0.00,0.00,1.20,58.42,1.99,0.01,0.66,0.19,0.00,0.00,0.00,0.65,31.44,32.08
COPERNICUS/S2_SR_HARMONIZED/20210616T103629_20210616T103819_T31TCH,2021-06-16,2021-06-16,SENTINEL_2,40.27,2.64,0.10,0.10,0.10,0.10,,,0.00,2021_06_16-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_16-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_16-Sentinel2.tif,1.80,0.39,465.58,99.81,0.33,0.07,3000,0.05,2.85,0.03,0.00,0.04,0.01,0.00,0.09,0.06,0.00,0.09,0.00,0.01,0.48,0.22,0.05,2.79,0.04,0.14,7.61,0.43,0.00,0.08,1.21,1.21,67.31,2.00,0.03,1.72,0.44,0.00,0.00,0.00,0.30,16.82,15.02
COPERNICUS/S2_SR_HARMONIZED/20210619T104619_20210619T105902_T31TCH,2021-06-19,2021-06-19,SENTINEL_2,89.62,23.47,5.27,5.19,3.75,0.03,1639.00,1672.00,2.00,2021_06_19-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_19-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_19-Sentinel2.tif,3.08,0.66,464.52,99.59,0.12,0.03,3000,1.48,47.92,0.78,0.11,3.42,1.32,0.03,1.13,1.28,0.11,3.47,0.25,0.01,0.34,0.27,0.16,5.13,0.14,0.17,5.58,0.54,0.00,0.00,0.00,0.71,23.19,1.18,0.07,2.23,0.97,0.00,0.08,0.13,0.23,7.46,11.39
COPERNICUS/S2_SR_HARMONIZED/20210621T104021_20210621T104407_T31TCH,2021-06-21,2021-06-21,SENTINEL_2,62.69,45.66,16.00,14.94,12.72,7.28,1603.00,1815.00,5.00,2021_06_21-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_21-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_21-Sentinel2.tif,9.09,1.95,426.37,91.41,32.25,6.91,3000,3.27,35.99,1.73,0.10,1.13,1.29,0.06,0.64,2.13,0.56,6.17,1.29,0.12,1.36,3.14,1.38,15.22,1.18,0.79,8.68,2.47,0.00,0.00,0.00,2.36,26.00,3.90,0.14,1.51,1.95,0.04,0.49,2.26,0.23,2.58,11.65
COPERNICUS/S2_SR_HARMONIZED/20210624T105031_20210624T105223_T31TCH,2021-06-24,2021-06-24,SENTINEL_2,74.19,31.59,6.77,6.22,5.15,0.57,1939.00,2006.00,3.00,2021_06_24-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_24-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_24-Sentinel2.tif,4.95,1.06,460.35,98.69,2.42,0.52,3000,1.18,23.91,0.63,0.00,0.02,0.01,0.02,0.41,0.75,0.12,2.47,0.28,0.01,0.19,0.24,0.59,11.98,0.51,0.54,10.87,1.68,0.00,0.00,0.00,2.15,43.41,3.55,0.06,1.22,0.85,0.04,0.74,1.86,0.22,4.41,10.81
COPERNICUS/S2_SR_HARMONIZED/20210626T103629_20210626T103707_T31TCH,2021-06-26,2021-06-26,SENTINEL_2,65.42,13.57,1.82,1.70,1.36,0.32,1847.00,2151.00,2.00,2021_06_26-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_26-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_26-Sentinel2.tif,1.57,0.34,464.80,99.65,1.35,0.29,3000,0.20,13.03,0.11,0.00,0.03,0.00,0.00,0.24,0.14,0.05,2.93,0.11,0.00,0.24,0.10,0.21,13.41,0.18,0.16,9.98,0.49,0.00,0.08,0.97,0.63,40.22,1.04,0.07,4.27,0.95,0.01,0.66,0.52,0.23,14.43,11.22
COPERNICUS/S2_SR_HARMONIZED/20210629T104619_20210629T105906_T31TCH,2021-06-29,2021-06-29,SENTINEL_2,27.57,13.57,1.82,1.69,1.37,0.49,1784.00,2135.00,1.00,2021_06_29-Sentinel2,2020-2021,Tabla_Nubes_Snowline_2020_2021.csv,,2021_06_29-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_06_29-Sentinel2.tif,1.51,0.32,464.11,99.50,2.10,0.45,3000,0.21,14.00,0.11,0.00,0.03,0.01,0.00,0.20,0.11,0.05,3.01,0.10,0.00,0.31,0.12,0.20,13.20,0.17,0.14,9.50,0.45,0.00,0.08,0.97,0.58,38.15,0.95,0.07,4.61,0.98,0.01,0.68,0.52,0.24,15.73,11.76
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20211006,2021-10-06,2021-10-06,LANDSAT_8,37.30,0.00,0.00,0.00,0.00,0.00,,,0.00,2021_10_06-Landsat8,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_06-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_06-Landsat8.tif,21.72,4.66,447.41,95.92,0.00,0.00,1725,14.33,65.97,7.59,0.01,0.05,0.12,0.03,0.15,1.16,0.92,4.25,2.13,0.06,0.28,1.52,0.52,2.38,0.44,2.01,9.23,6.27,0.00,0.00,0.73,2.59,11.92,4.28,0.13,0.61,1.86,0.03,0.16,1.74,0.86,3.98,42.88
COPERNICUS/S2_SR_HARMONIZED/20211007T104829_20211007T105534_T31TCH,2021-10-07,2021-10-07,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2021_10_07-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_07-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_07-Sentinel2.tif,0.69,0.15,467.03,100.12,0.00,0.00,3000,0.00,0.38,0.00,0.00,0.19,0.02,0.00,0.57,0.14,0.00,0.25,0.00,0.00,0.60,0.10,0.04,6.48,0.04,0.06,8.38,0.18,0.00,0.20,1.13,0.37,54.38,0.62,0.12,16.95,1.65,0.00,0.00,0.00,0.07,10.69,3.65
COPERNICUS/S2_SR_HARMONIZED/20211009T103941_20211009T104350_T31TCH,2021-10-09,2021-10-09,SENTINEL_2,0.23,0.23,0.23,0.23,0.23,0.23,,,0.00,2021_10_09-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_09-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_09-Sentinel2.tif,0.32,0.07,466.33,99.97,1.07,0.23,3000,0.00,1.23,0.00,0.00,0.31,0.01,0.00,1.51,0.18,0.00,0.19,0.00,0.01,1.95,0.16,0.01,2.01,0.01,0.02,5.44,0.05,0.00,0.50,1.30,0.08,25.54,0.13,0.10,32.67,1.47,0.00,0.00,0.00,0.09,28.56,4.51
COPERNICUS/S2_SR_HARMONIZED/20211012T105011_20211012T105447_T31TCH,2021-10-12,2021-10-12,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2021_10_12-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_12-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_12-Sentinel2.tif,0.26,0.05,467.46,100.22,0.00,0.00,3000,0.00,1.13,0.00,0.00,0.51,0.02,0.01,2.89,0.27,0.00,0.39,0.00,0.01,2.74,0.18,0.00,1.49,0.00,0.00,0.66,0.01,0.00,0.63,1.30,0.02,7.70,0.03,0.12,47.95,1.73,0.00,0.00,0.00,0.09,33.87,4.29
COPERNICUS/S2_SR_HARMONIZED/20211014T103919_20211014T104912_T31TCH,2021-10-14,2021-10-14,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2021_10_14-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_14-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_14-Sentinel2.tif,0.31,0.07,467.41,100.21,0.00,0.00,3000,0.00,1.56,0.00,0.00,0.45,0.02,0.00,1.52,0.17,0.00,0.16,0.00,0.01,2.11,0.16,0.00,1.00,0.00,0.00,0.81,0.01,0.00,0.49,1.21,0.02,6.22,0.03,0.09,29.76,1.30,0.00,0.00,0.00,0.17,55.82,8.54
COPERNICUS/S2_SR_HARMONIZED/20211017T104939_20211017T104941_T31TCH,2021-10-17,2021-10-17,SENTINEL_2,10.48,0.00,0.00,0.00,0.00,0.00,,,0.00,2021_10_17-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_17-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_17-Sentinel2.tif,0.20,0.04,467.51,100.23,0.00,0.00,3000,0.06,29.71,0.03,0.00,0.49,0.01,0.01,2.85,0.21,0.00,0.74,0.00,0.00,2.21,0.11,0.00,0.93,0.00,0.00,1.43,0.01,0.00,0.69,1.13,0.01,3.00,0.01,0.08,41.37,1.19,0.00,0.00,0.00,0.03,16.58,1.67
COPERNICUS/S2_SR_HARMONIZED/20211019T104051_20211019T104645_T31TCH,2021-10-19,2021-10-19,SENTINEL_2,13.30,0.00,0.00,0.00,0.00,0.00,,,0.00,2021_10_19-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_19-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_19-Sentinel2.tif,0.16,0.04,467.55,100.24,0.00,0.00,3000,0.04,21.47,0.02,0.00,0.67,0.01,0.00,1.28,0.08,0.00,0.43,0.00,0.01,3.30,0.14,0.00,1.41,0.00,0.00,0.61,0.00,0.00,1.04,1.38,0.00,2.51,0.01,0.07,41.41,0.96,0.00,0.00,0.00,0.04,25.87,2.10
COPERNICUS/S2_SR_HARMONIZED/20211024T104029_20211024T104907_T31TCH,2021-10-24,2021-10-24,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2021_10_24-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_24-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_24-Sentinel2.tif,0.31,0.07,467.41,100.21,0.00,0.00,3000,0.01,3.47,0.01,0.00,0.42,0.02,0.01,1.66,0.19,0.00,0.19,0.00,0.01,2.66,0.21,0.00,1.10,0.00,0.00,0.94,0.01,0.00,0.68,1.70,0.02,5.52,0.03,0.10,33.21,1.45,0.00,0.00,0.00,0.15,50.10,7.65
COPERNICUS/S2_SR_HARMONIZED/20211027T105049_20211027T105044_T31TCH,2021-10-27,2021-10-27,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2021_10_27-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_27-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_27-Sentinel2.tif,0.37,0.08,467.35,100.19,0.00,0.00,3000,0.02,6.52,0.01,0.00,0.63,0.03,0.01,3.42,0.46,0.00,0.63,0.01,0.01,2.28,0.21,0.01,2.23,0.01,0.01,1.52,0.02,0.00,0.35,1.05,0.04,12.04,0.07,0.13,34.36,1.79,0.00,0.00,0.00,0.13,36.02,6.57
COPERNICUS/S2_SR_HARMONIZED/20211029T104151_20211029T104442_T31TCH,2021-10-29,2021-10-29,SENTINEL_2,100.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2021_10_29-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_10_29-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_10_29-Sentinel2.tif,0.37,0.08,467.35,100.19,0.00,0.00,3000,0.02,6.52,0.01,0.00,0.63,0.03,0.01,3.42,0.46,0.00,0.63,0.01,0.01,2.28,0.21,0.01,2.23,0.01,0.01,1.52,0.02,0.00,0.35,1.05,0.04,12.04,0.07,0.13,34.36,1.79,0.00,0.00,0.00,0.13,36.02,6.57
COPERNICUS/S2_SR_HARMONIZED/20211101T105211_20211101T105445_T31TCH,2021-11-01,2021-11-01,SENTINEL_2,55.87,31.65,6.80,6.45,2.16,0.92,2227.00,2227.00,2.00,2021_11_01-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_11_01-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_11_01-Sentinel2.tif,80.20,17.19,383.39,82.19,4.13,0.89,2223,7.86,9.80,4.17,0.04,0.05,0.47,0.11,0.14,4.10,8.08,10.07,18.61,0.95,1.19,24.13,32.38,40.37,27.67,9.37,11.69,29.32,0.00,0.00,0.24,20.31,25.33,33.55,0.14,0.17,1.94,0.23,0.28,11.55,0.46,0.57,22.85
COPERNICUS/S2_SR_HARMONIZED/20211103T104119_20211103T104536_T31TCH,2021-11-03,2021-11-03,SENTINEL_2,50.72,3.69,0.17,0.17,0.17,0.17,,,0.00,2021_11_03-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_11_03-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_11_03-Sentinel2.tif,212.77,45.61,254.16,54.49,0.79,0.17,1980,59.35,27.90,31.46,0.56,0.26,6.95,0.57,0.27,21.12,18.23,8.57,42.03,2.20,1.03,55.54,63.43,29.81,54.20,19.38,9.11,60.64,0.00,0.00,0.97,45.70,21.48,75.47,1.13,0.53,15.90,0.70,0.33,35.73,1.05,0.49,51.99
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20211104,2021-11-04,2021-11-04,LANDSAT_9,16.25,0.25,0.25,0.25,0.25,0.25,,,0.00,2021_11_04-Landsat9,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_11_04-Landsat9.tif,/content/drive/MyDrive/Mapas_Nieve/2021_11_04-Landsat9.tif,241.29,51.73,226.64,48.59,1.19,0.26,1816,93.59,38.79,49.61,0.74,0.31,9.28,0.83,0.34,30.49,18.18,7.53,41.89,2.26,0.94,57.11,57.30,23.75,48.96,19.00,7.88,59.44,0.00,0.00,2.19,44.35,18.38,73.23,1.52,0.63,21.49,0.67,0.28,33.95,1.49,0.62,73.89
COPERNICUS/S2_SR_HARMONIZED/20211106T105139_20211106T105141_T31TCH,2021-11-06,2021-11-06,SENTINEL_2,0.50,0.50,0.50,0.50,0.50,0.50,,,0.00,2021_11_06-Sentinel2,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_11_06-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2021_11_06-Sentinel2.tif,117.79,25.25,347.55,74.51,2.33,0.50,2255,9.23,7.83,4.89,0.16,0.14,2.04,0.18,0.15,6.52,13.09,11.11,30.16,1.86,1.58,47.07,42.48,36.06,36.29,15.88,13.48,49.67,0.00,0.00,0.97,33.21,28.19,54.84,0.29,0.25,4.10,0.23,0.19,11.63,0.79,0.67,39.24
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20211107,2021-11-07,2021-11-07,LANDSAT_8,17.17,0.16,0.16,0.16,0.16,0.16,,,0.00,2021_11_07-Landsat8,2021-2022,Tabla_Nubes_Snowline_2021_2022.csv,,2021_11_07-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2021_11_07-Landsat8.tif,204.65,43.88,263.71,56.54,0.76,0.16,1746,86.72,42.38,45.97,0.67,0.33,8.41,0.78,0.38,28.71,15.88,7.76,36.60,2.14,1.04,54.01,42.47,20.75,36.29,16.25,7.94,50.84,0.00,0.00,2.19,34.97,17.09,57.74,1.67,0.82,23.60,0.45,0.22,22.85,1.45,0.71,71.75
